kod;nazev;statuskod;okres;pou;clenenismrozsahkod;clenenismtypkod;nutslau;datumvzniku;vusc;orp;Poc_obyv_SLDB_2021;poc_muzu;poc_zen;poc_obyv_0_14;poc_obyv_15_64;poc_obyv_nad_65;prum_vek;prum_vek_muzi;prum_vek_zeny;stav_nezjisteno;reg_partnerstvi;reg_part_zanikle;reg_part_zanikle_umrtim;rozvedeni;svobodni;ovdoveli;zenati_vdane;bez_vzdelani;vzdelani_nezjisteno;zakladni_vzdelani;stredni_vzdelani;stredni_vzd_s_maturitou;vyssi_odborne_vzd;vysokoskolske_vzd;ceska_narodnost;moravska_narodnost;slezska_narodnost;slovenska_narodnost;ukrajinska_narodnost;vietnamska_narodnost;ostatni_narodnost;bez_nabozenske_viry;cirkev_ceskoslovenska_husitska;cirkev_rimskokatolicka;ceskobratrska_cirkev_evangelick;katolicka_vira;krestanstvi;svedkove_jehovovi;vira_neuvedena;verici_hlasici_se_k_cirkvi;verici_nehlasici_se_k_cirkvi;pravoslavna_cirkev;protestantska_evangelicka_vira;ostatni_vira;celkem_domu;vlastnik_domu_byt_druzstvo;vlastnik_domu_fyz_os;vlastnik_domu_prav_osoba_jina;vlastnik_domu_kombinace;vlastnik_domu_nezjisteno;vlastnik_domu_obec_stat;spoluvlastnictvi_bytu;vystavba_pred1919;vystavba_1920_1945;vystavba_1946_1970;vystavba_1971_1980;vystavba_1981_1990;vystavba_1991_2000;vystavba_2001_2010;vystavba_2011_2015;vystavba_po2016;vystavba_nezjisteno;shape_Length;shape_Area
552836;Turovice;2;3808;3824;;;CZ0714552836;24. 11. 1990 0:00:00;124;1996;208,;109,;99,;23,;162,;23,;41,7;42,;41,3;0,;0,;0,;0,;19,;90,;7,;92,;0,;7,;12,;73,;69,;0,;24,;110,;38,;0,;2,;0,;0,;1,;65,;0,;37,;0,;10,;7,;2,;59,;0,;28,;0,;0,;0,;91,;0,;89,;0,;0,;1,;1,;0,;7,;8,;12,;13,;14,;9,;7,;3,;8,;10,;9563,464590450406831;3627487,077200410421938
552011;Štarnov;2;3805;3735;;;CZ0712552011;24. 11. 1990 0:00:00;124;1911;824,;421,;403,;172,;511,;141,;39,7;39,;40,5;1,;0,;0,;0,;77,;357,;36,;353,;2,;27,;58,;214,;217,;11,;123,;509,;120,;0,;7,;0,;0,;18,;380,;11,;67,;1,;23,;3,;0,;247,;5,;81,;2,;0,;4,;283,;0,;273,;0,;0,;5,;3,;2,;31,;21,;45,;17,;18,;11,;36,;35,;59,;10,;20204,194845338333835;9881509,906002355739474
552020;Hlušovice;2;3805;3701;;;CZ0712552020;24. 11. 1990 0:00:00;124;1899;1018,;515,;503,;260,;629,;129,;36,3;35,5;37,2;1,;2,;0,;0,;85,;457,;33,;440,;2,;29,;79,;153,;267,;12,;216,;600,;127,;2,;12,;4,;0,;29,;514,;1,;62,;4,;23,;11,;0,;300,;4,;87,;0,;0,;12,;309,;0,;299,;4,;0,;4,;1,;1,;11,;18,;20,;10,;13,;6,;151,;27,;49,;4,;9275,640949719103446;4245854,326599250547588
552089;Tovéř;2;3805;3701;;;CZ0712552089;24. 11. 1990 0:00:00;124;1899;618,;302,;316,;103,;402,;113,;42,2;42,5;42,;1,;0,;0,;0,;51,;245,;30,;291,;2,;20,;48,;128,;167,;5,;145,;410,;66,;1,;1,;0,;0,;9,;315,;1,;53,;1,;12,;0,;0,;154,;4,;64,;2,;2,;10,;213,;0,;202,;0,;0,;3,;6,;2,;13,;20,;23,;14,;32,;20,;46,;14,;26,;5,;7928,821082655545069;2055241,422750243451446
552038;Loučka;2;3805;3697;;;CZ0712552038;24. 11. 1990 0:00:00;124;1881;196,;100,;96,;30,;125,;41,;44,4;43,3;45,6;0,;0,;0,;0,;20,;83,;15,;78,;0,;18,;26,;59,;41,;1,;21,;99,;26,;0,;0,;0,;0,;14,;71,;0,;24,;0,;0,;2,;0,;74,;1,;23,;0,;0,;1,;94,;0,;93,;0,;0,;0,;1,;0,;22,;12,;15,;6,;5,;3,;6,;4,;2,;19,;15595,265220292643789;6195276,295999194495380
552062;Bílsko;2;3805;3697;;;CZ0712552062;24. 11. 1990 0:00:00;124;1881;237,;124,;113,;49,;133,;55,;42,7;41,;44,7;0,;0,;0,;0,;27,;100,;17,;93,;0,;3,;25,;74,;60,;4,;22,;156,;68,;0,;1,;0,;0,;6,;55,;1,;68,;0,;6,;5,;0,;80,;3,;19,;0,;0,;0,;64,;0,;61,;0,;0,;0,;1,;2,;18,;4,;6,;7,;6,;2,;5,;4,;4,;8,;10274,743561606450385;3727000,511200475506485
552071;Dubčany;2;3805;3697;;;CZ0712552071;24. 11. 1990 0:00:00;124;1881;268,;129,;139,;69,;159,;40,;36,6;35,8;37,4;0,;0,;0,;0,;22,;129,;13,;104,;3,;16,;22,;66,;69,;2,;21,;160,;34,;0,;3,;0,;0,;7,;80,;0,;69,;0,;8,;1,;0,;79,;2,;27,;2,;0,;0,;90,;0,;88,;0,;0,;0,;2,;0,;7,;4,;8,;17,;13,;4,;14,;7,;12,;4,;8802,595799081669611;3435956,204151685349643
552151;Skrbeň;2;3805;3701;;;CZ0712552151;24. 11. 1990 0:00:00;124;1899;1116,;543,;573,;186,;725,;205,;42,;41,2;42,8;1,;0,;0,;0,;110,;476,;71,;458,;5,;43,;110,;372,;244,;16,;140,;633,;150,;0,;18,;0,;0,;34,;493,;1,;102,;5,;19,;2,;0,;341,;7,;132,;0,;1,;13,;335,;0,;324,;3,;0,;2,;0,;6,;32,;42,;62,;50,;25,;37,;49,;8,;14,;16,;18959,043493679080711;7876461,997701013460755
552119;Věrovany;2;3805;3701;;;CZ0712552119;24. 11. 1990 0:00:00;124;1899;1360,;688,;672,;228,;862,;270,;42,3;41,5;43,2;4,;0,;1,;0,;93,;573,;92,;597,;4,;36,;144,;471,;330,;17,;130,;849,;173,;0,;15,;0,;0,;22,;610,;0,;230,;3,;21,;19,;1,;323,;9,;139,;0,;0,;4,;526,;2,;507,;4,;0,;4,;1,;8,;66,;48,;94,;61,;58,;41,;64,;30,;31,;33,;26206,177493280596536;17811353,893699612468481
552259;Olbramice;2;3805;3697;;;CZ0712552259;24. 11. 1990 0:00:00;124;1881;220,;105,;115,;31,;142,;47,;43,;44,2;41,8;0,;0,;0,;0,;22,;106,;22,;70,;2,;19,;36,;67,;47,;0,;18,;98,;38,;3,;3,;0,;0,;2,;89,;0,;34,;0,;5,;1,;0,;77,;1,;13,;0,;0,;0,;72,;0,;70,;0,;0,;0,;0,;2,;6,;7,;16,;10,;6,;3,;9,;3,;3,;9,;8316,853420237757746;3054985,613850669469684
552267;Senička;2;3805;3697;;;CZ0712552267;24. 11. 1990 0:00:00;124;1881;331,;157,;174,;55,;196,;80,;43,4;43,2;43,6;1,;0,;0,;0,;26,;136,;24,;144,;1,;17,;40,;104,;72,;4,;38,;173,;71,;0,;6,;0,;0,;15,;136,;1,;61,;0,;9,;10,;0,;86,;2,;24,;0,;0,;2,;142,;0,;139,;1,;0,;0,;2,;0,;31,;12,;13,;16,;17,;10,;15,;8,;4,;16,;15204,886351480608937;5691799,369050720706582
552160;Pňovice;2;3805;3697;;;CZ0712552160;24. 11. 1990 0:00:00;124;1881;994,;498,;496,;211,;640,;143,;39,;38,2;39,7;0,;0,;0,;0,;84,;475,;63,;372,;4,;40,;95,;292,;239,;14,;99,;535,;161,;0,;13,;0,;0,;23,;418,;0,;105,;1,;26,;10,;0,;296,;13,;108,;4,;2,;9,;295,;0,;279,;1,;0,;3,;1,;11,;25,;26,;53,;33,;41,;21,;26,;18,;31,;21,;23161,876751424228132;16358605,704398406669497
552178;Haňovice;2;3805;3697;;;CZ0712552178;24. 11. 1990 0:00:00;124;1881;426,;216,;210,;65,;280,;81,;43,3;40,1;46,6;2,;0,;0,;0,;38,;170,;45,;171,;0,;9,;45,;154,;111,;5,;37,;280,;67,;0,;1,;0,;0,;32,;209,;2,;59,;2,;2,;1,;0,;96,;2,;46,;7,;0,;0,;143,;0,;137,;1,;0,;0,;0,;5,;18,;11,;33,;18,;13,;11,;15,;6,;6,;12,;11708,181694268709180;2796629,689697144553065
552186;Červenka;2;3805;3697;;;CZ0712552186;24. 11. 1990 0:00:00;124;1881;1490,;724,;766,;253,;884,;353,;43,8;41,8;45,7;11,;0,;0,;0,;146,;606,;145,;582,;14,;45,;179,;426,;380,;24,;169,;765,;272,;4,;12,;7,;1,;44,;608,;5,;172,;1,;23,;11,;0,;519,;9,;122,;5,;1,;14,;426,;0,;391,;6,;0,;4,;10,;15,;27,;32,;51,;96,;43,;40,;55,;26,;28,;28,;20297,568351510319189;11299118,582350252196193
552194;Slavětín;2;3805;3697;;;CZ0712552194;24. 11. 1990 0:00:00;124;1881;188,;95,;93,;32,;121,;35,;42,;40,1;43,9;0,;0,;0,;0,;16,;87,;16,;69,;1,;17,;21,;73,;34,;1,;9,;84,;29,;0,;2,;0,;0,;3,;58,;2,;27,;0,;2,;7,;0,;73,;0,;19,;0,;0,;0,;70,;0,;69,;0,;0,;0,;1,;0,;15,;5,;16,;12,;6,;5,;1,;2,;1,;7,;14233,769957921804235;4904745,172150544822216
552216;Luběnice;2;3805;3701;;;CZ0712552216;24. 11. 1990 0:00:00;124;1899;466,;227,;239,;67,;303,;96,;44,8;45,3;44,3;3,;0,;0,;0,;44,;180,;33,;206,;2,;17,;53,;147,;122,;4,;54,;254,;65,;0,;1,;0,;0,;10,;184,;1,;55,;1,;10,;2,;0,;149,;5,;56,;1,;0,;1,;168,;0,;164,;0,;0,;1,;2,;1,;29,;18,;23,;11,;10,;12,;20,;12,;21,;12,;7662,320109414245962;2757669,581199241336435
552232;Loučany;2;3805;3701;;;CZ0712552232;24. 11. 1990 0:00:00;124;1899;617,;319,;298,;95,;383,;139,;44,6;42,4;46,9;1,;0,;0,;0,;61,;240,;42,;273,;4,;23,;46,;209,;153,;2,;85,;345,;92,;1,;6,;0,;0,;21,;229,;1,;97,;0,;18,;9,;0,;183,;8,;69,;0,;0,;3,;238,;0,;234,;2,;0,;1,;1,;0,;30,;16,;55,;27,;23,;18,;35,;15,;4,;15,;14639,977261917381838;4984001,814300511963665
552330;Hlásnice;2;3805;3735;;;CZ0712552330;24. 11. 1990 0:00:00;124;1911;234,;119,;115,;53,;148,;33,;38,1;38,5;37,7;0,;0,;0,;0,;17,;98,;10,;109,;1,;7,;26,;63,;59,;1,;24,;128,;30,;0,;1,;0,;0,;4,;125,;0,;37,;0,;9,;2,;6,;42,;0,;9,;0,;0,;4,;73,;0,;71,;1,;0,;0,;1,;0,;9,;7,;6,;9,;6,;4,;19,;1,;9,;3,;9790,826818673562229;2762881,201850095298141
552305;Lipina;2;3805;3735;;;CZ0712552305;24. 11. 1990 0:00:00;124;1911;158,;88,;70,;22,;114,;22,;41,;40,;42,4;0,;0,;0,;0,;14,;68,;9,;67,;0,;12,;23,;41,;41,;1,;18,;92,;25,;1,;3,;0,;0,;8,;76,;0,;22,;0,;0,;0,;0,;48,;0,;12,;0,;0,;0,;68,;0,;67,;0,;0,;0,;0,;1,;8,;3,;3,;10,;5,;3,;16,;8,;7,;5,;24448,346111605889746;9935355,770199459046125
552313;Domašov u Šternberka;2;3805;3735;;;CZ0712552313;24. 11. 1990 0:00:00;124;1911;318,;167,;151,;54,;204,;60,;42,2;41,5;43,;0,;0,;0,;0,;36,;144,;10,;128,;3,;27,;44,;97,;53,;4,;36,;152,;22,;0,;4,;1,;0,;4,;147,;0,;10,;0,;7,;3,;0,;127,;5,;19,;0,;0,;0,;100,;0,;93,;1,;0,;1,;0,;5,;13,;7,;12,;14,;8,;9,;10,;8,;12,;7,;20080,675652275789616;11780020,176299957558513
552399;Želechovice;2;3805;3719;;;CZ0712552399;24. 11. 1990 0:00:00;124;1902;219,;102,;117,;32,;153,;34,;42,8;42,9;42,8;0,;0,;0,;0,;21,;84,;18,;96,;1,;3,;24,;70,;63,;4,;22,;161,;32,;0,;0,;0,;0,;4,;97,;5,;31,;0,;5,;0,;0,;48,;3,;28,;2,;0,;0,;80,;0,;78,;0,;0,;1,;1,;0,;14,;14,;12,;9,;7,;7,;3,;6,;5,;3,;13042,669290195466601;6120420,702701097354293
552348;Mladějovice;2;3805;3735;;;CZ0712552348;24. 11. 1990 0:00:00;124;1911;674,;349,;325,;124,;428,;122,;41,;40,2;41,8;1,;2,;0,;0,;57,;294,;42,;278,;8,;37,;81,;200,;165,;11,;48,;344,;111,;0,;10,;0,;0,;7,;336,;1,;52,;0,;13,;7,;0,;204,;2,;58,;1,;0,;0,;197,;0,;190,;5,;0,;0,;1,;1,;15,;34,;22,;34,;13,;18,;28,;7,;22,;4,;15980,330741633049911;10437129,685449825599790
552402;Bukovany;2;3805;3701;;;CZ0712552402;24. 11. 1990 0:00:00;124;1899;640,;330,;310,;96,;452,;92,;41,1;40,5;41,7;3,;0,;0,;0,;52,;269,;31,;285,;4,;23,;65,;156,;154,;5,;137,;345,;54,;0,;4,;2,;0,;17,;256,;0,;93,;1,;8,;5,;0,;207,;3,;62,;1,;1,;3,;177,;0,;169,;2,;0,;4,;1,;1,;16,;15,;16,;14,;16,;14,;51,;21,;9,;5,;8067,373602052129172;3160073,284350311849266
552356;Babice;2;3805;3735;;;CZ0712552356;24. 11. 1990 0:00:00;124;1911;457,;226,;231,;73,;301,;83,;42,7;41,4;44,1;1,;2,;0,;0,;34,;186,;44,;190,;5,;20,;54,;144,;116,;5,;40,;275,;53,;0,;6,;0,;0,;4,;245,;1,;20,;1,;4,;2,;0,;148,;0,;30,;2,;0,;4,;137,;0,;127,;0,;1,;0,;1,;8,;14,;18,;17,;18,;13,;15,;16,;14,;11,;1,;14731,142680814189589;5946497,826201803982258
552364;Ústín;2;3805;3701;;;CZ0712552364;24. 11. 1990 0:00:00;124;1899;451,;233,;218,;79,;287,;85,;42,1;40,6;43,7;0,;0,;0,;0,;57,;181,;23,;190,;2,;15,;40,;111,;130,;4,;70,;255,;63,;0,;1,;0,;0,;19,;168,;1,;64,;0,;9,;1,;0,;159,;7,;38,;0,;0,;4,;141,;1,;137,;1,;0,;0,;2,;0,;15,;7,;24,;10,;11,;15,;24,;16,;7,;12,;14469,883313710281072;4401245,257550645619631
552372;Medlov;2;3805;3719;;;CZ0712552372;24. 11. 1990 0:00:00;124;1902;1573,;786,;787,;287,;1000,;286,;40,9;39,6;42,1;2,;0,;0,;0,;151,;693,;113,;614,;9,;75,;215,;554,;326,;16,;91,;874,;237,;0,;12,;2,;0,;13,;722,;3,;160,;1,;34,;12,;0,;492,;11,;126,;3,;2,;7,;470,;5,;410,;10,;1,;25,;13,;6,;76,;55,;43,;49,;64,;46,;40,;22,;36,;39,;33446,480693796249398;31285919,202803596854210
552381;Nová Hradečná;2;3805;3719;;;CZ0712552381;24. 11. 1990 0:00:00;124;1902;711,;357,;354,;102,;453,;156,;44,1;42,1;46,2;1,;0,;0,;0,;62,;263,;54,;331,;2,;26,;97,;255,;170,;8,;51,;388,;130,;1,;4,;1,;0,;2,;361,;0,;76,;3,;11,;4,;2,;190,;4,;58,;1,;0,;1,;249,;1,;241,;3,;0,;0,;2,;2,;12,;26,;45,;45,;32,;22,;31,;11,;13,;12,;19581,568447972978902;11395588,998702190816402
552411;Přáslavice;2;3805;3701;;;CZ0712552411;24. 11. 1990 0:00:00;124;1899;1437,;744,;693,;214,;936,;287,;42,8;41,1;44,6;4,;0,;0,;0,;191,;606,;82,;554,;4,;65,;133,;472,;385,;19,;145,;808,;167,;2,;28,;1,;3,;13,;679,;3,;129,;3,;19,;5,;0,;449,;6,;132,;2,;1,;9,;364,;1,;308,;8,;1,;10,;31,;5,;41,;33,;99,;38,;28,;30,;30,;36,;18,;11,;19203,352671172717237;7281917,254051079973578
552437;Krčmaň;2;3805;3701;;;CZ0712552437;24. 11. 1990 0:00:00;124;1899;488,;232,;256,;81,;307,;100,;42,9;44,1;41,8;3,;2,;0,;0,;40,;203,;37,;203,;1,;26,;64,;158,;106,;7,;45,;293,;74,;1,;9,;3,;0,;6,;241,;1,;53,;0,;0,;1,;0,;138,;2,;50,;1,;0,;1,;172,;0,;168,;2,;0,;1,;0,;1,;15,;22,;33,;26,;19,;10,;17,;7,;9,;14,;13504,017776271681214;4982541,985398752614856
552445;Daskabát;2;3805;3701;;;CZ0712552445;24. 11. 1990 0:00:00;124;1899;600,;295,;305,;102,;367,;131,;44,;42,4;45,5;1,;0,;0,;0,;45,;230,;53,;271,;1,;14,;69,;203,;149,;7,;55,;324,;77,;3,;9,;2,;0,;7,;303,;2,;50,;0,;8,;3,;3,;165,;4,;53,;0,;4,;5,;202,;0,;194,;4,;0,;0,;3,;1,;30,;19,;48,;29,;22,;9,;17,;7,;12,;9,;16618,162904837965471;5831221,529749905690551
552780;Křtomil;2;3808;3824;;;CZ0714552780;24. 11. 1990 0:00:00;124;1996;412,;201,;211,;78,;252,;82,;41,7;39,5;43,8;0,;0,;0,;0,;36,;176,;36,;164,;3,;11,;59,;124,;95,;5,;37,;227,;79,;1,;6,;0,;0,;0,;143,;0,;96,;0,;15,;8,;0,;86,;4,;60,;0,;0,;0,;147,;0,;144,;1,;0,;1,;1,;0,;9,;15,;33,;22,;18,;13,;20,;2,;2,;13,;10206,055661395197603;4031087,325800007674843
552810;Nahošovice;2;3808;3824;;;CZ0714552810;24. 11. 1990 0:00:00;124;1996;151,;74,;77,;23,;96,;32,;43,3;40,9;45,7;0,;0,;0,;0,;12,;67,;14,;58,;1,;5,;24,;48,;38,;0,;12,;67,;26,;0,;2,;0,;0,;0,;38,;0,;16,;0,;1,;5,;0,;61,;6,;24,;0,;0,;0,;62,;0,;60,;1,;0,;0,;0,;1,;10,;10,;10,;11,;3,;5,;3,;1,;4,;5,;8767,518775986445689;2933598,051098708994687
552844;Olšovec;2;3808;3794;;;CZ0714552844;24. 11. 1990 0:00:00;124;1970;505,;254,;251,;81,;327,;97,;42,5;41,7;43,4;0,;0,;0,;0,;44,;201,;41,;219,;2,;22,;64,;147,;136,;1,;52,;264,;60,;0,;2,;1,;0,;8,;164,;0,;58,;0,;11,;1,;0,;183,;5,;79,;0,;0,;4,;152,;0,;145,;0,;2,;1,;2,;2,;22,;10,;26,;23,;20,;10,;16,;6,;9,;10,;24891,565141267321451;8308353,715648699551821
552909;Měrovice nad Hanou;2;3808;3808;;;CZ0714552909;24. 11. 1990 0:00:00;124;1996;657,;327,;330,;134,;410,;113,;39,6;38,3;41,;1,;0,;0,;0,;37,;298,;54,;267,;35,;72,;111,;192,;84,;4,;25,;268,;68,;0,;26,;1,;0,;77,;157,;1,;95,;0,;22,;71,;2,;236,;10,;54,;0,;0,;9,;228,;0,;214,;7,;1,;0,;6,;0,;13,;30,;61,;32,;33,;17,;15,;2,;7,;18,;14852,942831197293344;7918450,346250123344362
552879;Uhřičice;2;3808;3808;;;CZ0714552879;24. 11. 1990 0:00:00;124;1996;508,;265,;243,;62,;311,;135,;47,7;46,2;49,4;1,;0,;0,;0,;50,;194,;50,;213,;6,;39,;90,;194,;85,;4,;28,;268,;78,;0,;3,;1,;0,;13,;188,;0,;53,;0,;13,;11,;0,;169,;3,;63,;1,;6,;1,;211,;0,;200,;3,;1,;4,;3,;0,;33,;27,;49,;29,;21,;14,;11,;2,;1,;24,;20606,482494200841757;9220950,558799518272281
552887;Stříbrnice;2;3808;3808;;;CZ0714552887;24. 11. 1990 0:00:00;124;1996;236,;115,;121,;40,;146,;50,;42,7;44,8;40,6;0,;2,;0,;0,;30,;100,;13,;91,;2,;15,;31,;89,;44,;4,;11,;106,;42,;4,;4,;4,;0,;5,;116,;0,;24,;0,;1,;2,;0,;69,;0,;24,;0,;0,;0,;89,;0,;84,;1,;0,;0,;2,;2,;11,;13,;27,;10,;5,;7,;6,;0,;0,;10,;8312,773777124131811;2266745,155600678175688
553000;Oplocany;2;3808;3808;;;CZ0714553000;24. 11. 1990 0:00:00;124;1996;298,;155,;143,;43,;177,;78,;45,1;43,9;46,4;0,;0,;0,;0,;36,;118,;27,;117,;4,;11,;47,;119,;56,;2,;16,;169,;41,;0,;1,;0,;0,;11,;126,;0,;42,;1,;3,;1,;0,;98,;1,;23,;0,;0,;3,;147,;1,;141,;1,;1,;2,;1,;0,;27,;13,;31,;19,;10,;10,;6,;2,;4,;25,;13166,228070859098807;5452174,142298797145486
552950;Šišma;2;3808;3824;;;CZ0714552950;24. 11. 1990 0:00:00;124;1996;207,;101,;106,;35,;125,;47,;43,7;43,5;44,;0,;0,;0,;0,;13,;83,;18,;93,;0,;7,;25,;70,;46,;5,;19,;119,;40,;0,;6,;0,;0,;0,;90,;0,;19,;0,;3,;2,;0,;68,;4,;21,;0,;0,;0,;94,;0,;90,;0,;0,;3,;0,;1,;13,;10,;20,;11,;7,;8,;8,;4,;3,;10,;13475,534881217177826;4358989,403649456799030
552968;Horní Těšice;2;3808;3794;;;CZ0714552968;24. 11. 1990 0:00:00;124;1970;139,;69,;70,;15,;88,;36,;47,6;48,5;46,8;0,;0,;0,;0,;11,;48,;9,;71,;0,;2,;17,;60,;27,;0,;18,;96,;27,;0,;1,;0,;0,;1,;36,;0,;44,;0,;7,;5,;0,;32,;1,;13,;0,;0,;1,;53,;0,;53,;0,;0,;0,;0,;0,;7,;2,;11,;8,;7,;5,;4,;1,;5,;3,;9981,041516881374264;3215473,668199901934713
552984;Dolní Těšice;2;3808;3794;;;CZ0714552984;24. 11. 1990 0:00:00;124;1970;70,;25,;45,;15,;42,;13,;41,5;47,4;38,3;0,;0,;0,;0,;6,;28,;6,;30,;0,;2,;7,;26,;11,;2,;7,;55,;0,;0,;0,;0,;0,;0,;17,;0,;22,;0,;1,;4,;0,;15,;0,;11,;0,;0,;0,;36,;0,;36,;0,;0,;0,;0,;0,;3,;3,;2,;3,;3,;1,;9,;4,;0,;8,;7553,340252424405662;2549581,553549624513835
553212;Janoušov;2;3809;3867;;;CZ0715553212;24. 11. 1990 0:00:00;124;2020;37,;17,;20,;2,;28,;7,;44,1;46,3;42,2;0,;0,;0,;0,;2,;18,;5,;12,;0,;3,;10,;13,;8,;0,;1,;12,;10,;0,;0,;0,;0,;1,;12,;0,;4,;0,;1,;0,;0,;19,;0,;1,;0,;0,;0,;37,;0,;37,;0,;0,;0,;0,;0,;2,;5,;5,;3,;1,;1,;3,;2,;1,;14,;9732,091221543158099;3065652,728299274109304
553301;Hradec-Nová Ves;2;3811;3930;;;CZ0711553301;24. 11. 1990 0:00:00;124;2062;363,;172,;191,;77,;225,;61,;40,3;39,7;40,9;1,;0,;0,;0,;45,;158,;22,;137,;1,;20,;47,;100,;86,;3,;29,;209,;24,;20,;10,;0,;0,;7,;149,;0,;30,;0,;4,;0,;1,;118,;1,;46,;2,;0,;12,;136,;0,;131,;2,;0,;0,;2,;1,;14,;39,;6,;6,;8,;17,;14,;8,;9,;15,;12355,961284830211298;4487771,924751492217183
553336;Třeština;2;3809;3841;;;CZ0715553336;24. 11. 1990 0:00:00;124;2003;394,;205,;189,;79,;247,;68,;40,4;38,4;42,5;1,;0,;0,;0,;25,;169,;32,;167,;3,;9,;37,;137,;91,;2,;36,;222,;59,;0,;1,;0,;0,;0,;214,;0,;34,;0,;12,;3,;0,;96,;3,;30,;2,;0,;0,;138,;0,;135,;0,;1,;1,;1,;0,;21,;11,;16,;23,;14,;10,;16,;11,;3,;13,;12898,872802352090730;5429971,458400601521134
553395;Rejchartice;2;3809;3867;;;CZ0715553395;24. 11. 1990 0:00:00;124;2020;164,;83,;81,;13,;115,;36,;44,7;44,7;44,7;0,;0,;0,;0,;17,;68,;7,;72,;2,;17,;34,;65,;24,;1,;8,;78,;30,;0,;0,;0,;0,;3,;86,;0,;9,;0,;1,;0,;0,;40,;1,;25,;0,;0,;0,;50,;0,;49,;0,;0,;0,;1,;0,;7,;8,;6,;6,;4,;2,;5,;1,;0,;11,;11181,502785518017845;6804480,994949876330793
553191;Vikantice;2;3809;3832;;;CZ0715553191;24. 11. 1990 0:00:00;124;2020;78,;45,;33,;14,;44,;20,;44,7;43,5;46,4;1,;0,;0,;0,;7,;34,;7,;29,;0,;7,;11,;31,;10,;1,;4,;34,;5,;0,;2,;0,;0,;3,;25,;0,;5,;0,;2,;0,;0,;39,;0,;7,;0,;0,;0,;29,;0,;28,;0,;0,;0,;0,;1,;2,;7,;7,;1,;1,;2,;4,;0,;1,;4,;17383,103619525616523;10049491,954999651759863
553221;Hrabová;2;3809;3859;;;CZ0715553221;24. 11. 1990 0:00:00;124;2011;637,;318,;319,;121,;397,;119,;41,2;40,2;42,3;0,;0,;0,;0,;52,;258,;35,;292,;0,;26,;78,;196,;141,;12,;63,;373,;83,;0,;0,;2,;0,;2,;300,;4,;43,;21,;10,;4,;0,;185,;5,;57,;2,;2,;4,;216,;1,;200,;4,;0,;4,;2,;5,;31,;16,;36,;33,;12,;10,;35,;11,;19,;13,;18853,717297899442201;8112586,294601333327591
553247;Kopřivná;2;3809;3832;;;CZ0715553247;24. 11. 1990 0:00:00;124;2020;282,;157,;125,;59,;178,;45,;39,6;38,6;40,9;0,;0,;0,;0,;31,;150,;15,;86,;1,;28,;42,;102,;32,;3,;15,;135,;15,;0,;4,;0,;0,;16,;99,;1,;13,;1,;13,;1,;0,;111,;0,;37,;0,;0,;0,;90,;0,;84,;3,;1,;0,;0,;2,;24,;25,;10,;7,;1,;4,;3,;0,;2,;14,;16118,360007261304418;11839061,474451040849090
553344;Jakubovice;2;3809;3867;;;CZ0715553344;24. 11. 1990 0:00:00;124;2020;206,;110,;96,;43,;125,;38,;40,4;37,8;43,3;1,;0,;0,;0,;24,;105,;13,;63,;0,;10,;41,;54,;46,;1,;11,;100,;27,;0,;2,;0,;0,;3,;79,;0,;32,;0,;8,;0,;0,;70,;1,;16,;0,;0,;0,;101,;0,;98,;0,;0,;1,;2,;0,;11,;4,;11,;17,;3,;7,;7,;2,;3,;36,;19392,961264239856973;7909426,028899453580379
553352;Postřelmůvek;2;3809;3859;;;CZ0715553352;24. 11. 1990 0:00:00;124;2011;300,;143,;157,;57,;180,;63,;43,;40,5;45,3;0,;0,;0,;0,;22,;122,;23,;133,;2,;6,;23,;116,;62,;7,;27,;159,;40,;1,;0,;0,;0,;2,;106,;2,;47,;0,;8,;3,;0,;93,;0,;36,;0,;0,;5,;114,;0,;112,;0,;0,;0,;1,;1,;12,;10,;27,;23,;13,;10,;6,;1,;4,;8,;11240,194979432273612;4000898,378799936734140
553379;Dolní Studénky;2;3809;3867;;;CZ0715553379;24. 11. 1990 0:00:00;124;2020;1314,;632,;682,;214,;799,;301,;44,1;43,4;44,7;2,;2,;0,;0,;112,;513,;97,;588,;4,;40,;133,;394,;366,;11,;152,;749,;221,;0,;8,;1,;1,;20,;671,;2,;95,;2,;12,;13,;3,;361,;7,;140,;0,;1,;7,;476,;0,;459,;1,;1,;2,;1,;12,;45,;44,;81,;95,;46,;22,;69,;21,;32,;21,;15574,952978188573979;8520603,681950755417347
553387;Hraběšice;2;3809;3867;;;CZ0715553387;24. 11. 1990 0:00:00;124;2020;180,;90,;90,;41,;112,;27,;37,9;38,1;37,8;0,;0,;0,;0,;14,;83,;8,;75,;1,;2,;19,;35,;44,;4,;34,;110,;10,;0,;0,;0,;0,;8,;79,;0,;14,;0,;3,;0,;0,;48,;2,;29,;1,;1,;3,;73,;0,;69,;1,;0,;1,;2,;0,;8,;4,;3,;6,;0,;5,;16,;4,;8,;19,;15710,067962939483550;8237453,374699908308685
