kod;nazev;statuskod;okres;pou;clenenismrozsahkod;clenenismtypkod;nutslau;datumvzniku;vusc;orp;Poc_obyv_SLDB_2021;poc_muzu;poc_zen;poc_obyv_0_14;poc_obyv_15_64;poc_obyv_nad_65;prum_vek;prum_vek_muzi;prum_vek_zeny;stav_nezjisteno;reg_partnerstvi;reg_part_zanikle;reg_part_zanikle_umrtim;rozvedeni;svobodni;ovdoveli;zenati_vdane;bez_vzdelani;vzdelani_nezjisteno;zakladni_vzdelani;stredni_vzdelani;stredni_vzd_s_maturitou;vyssi_odborne_vzd;vysokoskolske_vzd;ceska_narodnost;moravska_narodnost;slezska_narodnost;slovenska_narodnost;ukrajinska_narodnost;vietnamska_narodnost;ostatni_narodnost;bez_nabozenske_viry;cirkev_ceskoslovenska_husitska;cirkev_rimskokatolicka;ceskobratrska_cirkev_evangelick;katolicka_vira;krestanstvi;svedkove_jehovovi;vira_neuvedena;verici_hlasici_se_k_cirkvi;verici_nehlasici_se_k_cirkvi;pravoslavna_cirkev;protestantska_evangelicka_vira;ostatni_vira;celkem_domu;vlastnik_domu_byt_druzstvo;vlastnik_domu_fyz_os;vlastnik_domu_prav_osoba_jina;vlastnik_domu_kombinace;vlastnik_domu_nezjisteno;vlastnik_domu_obec_stat;spoluvlastnictvi_bytu;vystavba_pred1919;vystavba_1920_1945;vystavba_1946_1970;vystavba_1971_1980;vystavba_1981_1990;vystavba_1991_2000;vystavba_2001_2010;vystavba_2011_2015;vystavba_po2016;vystavba_nezjisteno;shape_Length;shape_Area
589420;Dětkovice;2;3709;3140;;;CZ0713589420;24. 11. 1990 0:00:00;124;1562;535,;262,;273,;98,;312,;125,;42,8;42,9;42,7;1,;0,;0,;0,;46,;212,;45,;231,;2,;24,;60,;160,;130,;3,;58,;306,;70,;0,;6,;0,;4,;8,;199,;2,;82,;0,;10,;5,;0,;169,;7,;56,;0,;0,;5,;206,;0,;200,;4,;0,;0,;2,;0,;11,;10,;67,;22,;26,;9,;29,;12,;1,;19,;14147,765224210570523;5328480,491450347006321
589331;Březsko;2;3709;3123;;;CZ0713589331;24. 11. 1990 0:00:00;124;1554;184,;100,;84,;23,;114,;47,;47,;44,7;49,6;0,;0,;0,;0,;19,;66,;10,;89,;1,;2,;21,;71,;49,;3,;14,;88,;26,;0,;2,;0,;0,;3,;57,;0,;33,;0,;4,;0,;0,;69,;1,;20,;0,;0,;0,;115,;0,;110,;1,;0,;1,;2,;1,;11,;13,;16,;9,;8,;4,;6,;8,;16,;24,;14284,509988064357458;4049320,483699669130147
589349;Budětsko;2;3709;3123;;;CZ0713589349;24. 11. 1990 0:00:00;124;1554;410,;221,;189,;79,;232,;99,;43,4;40,7;46,6;0,;0,;0,;0,;33,;164,;34,;179,;2,;7,;46,;150,;85,;7,;34,;256,;84,;0,;2,;0,;0,;16,;150,;0,;90,;0,;13,;2,;0,;97,;1,;55,;0,;1,;1,;197,;0,;196,;0,;0,;0,;1,;0,;17,;11,;31,;38,;18,;10,;14,;11,;7,;40,;14778,158230489070775;5787797,083899699151516
589357;Buková;2;3709;3140;;;CZ0713589357;;124;1562;285,;139,;146,;32,;170,;83,;48,;43,7;52,1;1,;0,;0,;0,;17,;98,;35,;134,;3,;9,;35,;117,;63,;5,;21,;142,;52,;0,;1,;0,;0,;2,;55,;0,;97,;0,;10,;3,;2,;79,;7,;28,;0,;0,;4,;139,;0,;136,;0,;0,;1,;2,;0,;6,;12,;45,;17,;10,;17,;5,;1,;5,;21,;25075,029898889930337;17450291,360201273113489
589381;Čechy pod Kosířem;2;3709;3140;;;CZ0713589381;;124;1562;1003,;497,;506,;175,;613,;215,;42,9;41,9;43,8;3,;0,;0,;0,;68,;389,;59,;484,;2,;35,;118,;300,;253,;14,;106,;612,;137,;0,;2,;0,;0,;33,;489,;3,;108,;1,;14,;6,;0,;272,;4,;97,;0,;3,;4,;360,;0,;343,;6,;0,;2,;7,;2,;32,;33,;74,;38,;39,;27,;44,;11,;18,;44,;21034,371868167079811;9203495,439448935911059
589390;Čelčice;2;3709;3140;;;CZ0713589390;;124;1562;489,;254,;235,;63,;340,;86,;43,4;41,2;45,7;1,;2,;0,;0,;50,;195,;32,;209,;4,;22,;62,;186,;118,;5,;29,;272,;74,;0,;0,;4,;0,;10,;188,;0,;38,;0,;6,;4,;0,;173,;5,;66,;5,;0,;4,;185,;0,;181,;0,;0,;0,;4,;0,;15,;20,;35,;23,;29,;27,;12,;4,;2,;18,;13446,799538264451257;4912409,832550123333931
589446;Dobromilice;2;3709;3131;;;CZ0713589446;;124;1562;782,;392,;390,;146,;525,;111,;39,2;37,1;41,4;2,;0,;0,;0,;67,;360,;63,;290,;32,;92,;118,;201,;147,;5,;41,;368,;109,;1,;11,;4,;0,;65,;259,;0,;101,;0,;26,;12,;0,;264,;34,;82,;0,;0,;4,;254,;0,;222,;10,;4,;1,;15,;2,;26,;45,;65,;32,;18,;21,;13,;1,;10,;23,;14060,609002680348567;7949732,208551435731351
589454;Doloplazy;2;3709;3131;;;CZ0713589454;;124;1562;500,;251,;249,;62,;354,;84,;43,2;42,8;43,6;3,;0,;0,;0,;65,;196,;28,;208,;1,;44,;62,;191,;101,;4,;35,;242,;87,;0,;5,;3,;2,;3,;249,;1,;57,;0,;5,;2,;0,;138,;3,;42,;0,;0,;3,;182,;0,;171,;2,;0,;2,;3,;4,;12,;28,;28,;23,;23,;14,;19,;11,;5,;19,;13040,119256240624964;2915892,180449043400586
589462;Drahany;6;3709;3140;;;CZ0713589462;;124;1562;487,;252,;235,;71,;311,;105,;43,4;40,6;46,4;1,;0,;0,;0,;39,;199,;53,;195,;3,;20,;48,;206,;98,;4,;37,;200,;69,;0,;3,;1,;0,;8,;161,;2,;72,;0,;13,;6,;0,;173,;2,;52,;1,;0,;5,;197,;0,;184,;2,;0,;0,;10,;1,;20,;25,;50,;23,;21,;16,;7,;5,;3,;27,;16691,524807127236272;6752238,849199505522847
589489;Dřevnovice;2;3709;3131;;;CZ0713589489;;124;1562;454,;227,;227,;75,;308,;71,;40,8;38,6;43,;0,;0,;0,;0,;54,;182,;33,;185,;8,;25,;51,;150,;97,;6,;42,;237,;73,;0,;5,;0,;2,;8,;197,;0,;31,;0,;17,;6,;0,;139,;1,;61,;0,;0,;1,;155,;0,;142,;4,;0,;0,;2,;7,;9,;17,;32,;19,;23,;17,;8,;6,;13,;11,;10436,738945015913487;3801193,325049537234008
589497;Dzbel;2;3709;3123;;;CZ0713589497;;124;1554;219,;108,;111,;22,;145,;52,;46,7;46,7;46,6;0,;0,;0,;0,;16,;81,;22,;100,;1,;7,;28,;100,;45,;6,;10,;88,;52,;0,;1,;2,;0,;1,;61,;0,;44,;0,;9,;3,;0,;72,;1,;27,;2,;0,;0,;116,;1,;110,;3,;0,;0,;2,;0,;18,;5,;20,;17,;16,;4,;8,;2,;11,;15,;12983,119033734134064;7438490,574500267393887
589527;Hradčany-Kobeřice;2;3709;3140;;;CZ0713589527;1. 1. 1961 0:00:00;124;1562;392,;190,;202,;64,;261,;67,;40,4;39,1;41,6;1,;0,;0,;0,;34,;178,;24,;155,;5,;22,;64,;137,;83,;3,;14,;210,;55,;0,;3,;2,;0,;19,;140,;0,;34,;0,;19,;1,;0,;132,;1,;55,;2,;0,;8,;176,;0,;150,;5,;1,;6,;14,;0,;19,;24,;52,;7,;12,;10,;19,;3,;2,;28,;13705,449361901017255;6917036,479248714633286
589501;Hluchov;2;3709;3140;;;CZ0713589501;;124;1562;320,;164,;156,;52,;215,;53,;41,4;40,6;42,2;2,;0,;0,;0,;22,;131,;22,;143,;1,;25,;26,;131,;51,;5,;29,;185,;32,;0,;4,;0,;0,;2,;154,;0,;28,;0,;4,;8,;0,;95,;3,;26,;0,;0,;2,;137,;0,;131,;2,;0,;1,;3,;0,;13,;14,;32,;13,;14,;11,;7,;3,;11,;19,;22052,901060666095873;5380840,647400058805943
589535;Hrdibořice;2;3709;3140;;;CZ0713589535;;124;1562;206,;114,;92,;29,;126,;51,;45,8;43,9;48,2;1,;0,;0,;0,;13,;81,;15,;96,;1,;9,;25,;71,;52,;1,;18,;113,;34,;0,;7,;3,;0,;5,;81,;1,;26,;0,;3,;5,;0,;62,;0,;20,;2,;1,;5,;70,;0,;64,;0,;2,;0,;2,;2,;6,;6,;20,;12,;10,;5,;4,;1,;1,;5,;9339,398251316737515;3793551,331398938782513
589519;Horní Štěpánov;2;3709;3123;;;CZ0713589519;;124;1554;842,;429,;413,;126,;539,;177,;44,2;42,6;45,8;1,;0,;0,;0,;73,;359,;72,;337,;2,;32,;108,;325,;188,;7,;54,;399,;126,;0,;6,;0,;3,;7,;151,;0,;183,;0,;28,;23,;0,;330,;18,;106,;0,;0,;3,;421,;0,;397,;4,;2,;2,;13,;3,;40,;45,;75,;63,;40,;21,;25,;6,;8,;98,;27536,733427074213978;19979828,448100276291370
589560;Hvozd;2;3709;3123;;;CZ0713589560;;124;1554;620,;327,;293,;90,;379,;151,;44,4;42,4;46,6;0,;1,;0,;0,;27,;242,;52,;298,;0,;20,;88,;224,;140,;3,;55,;315,;136,;0,;1,;0,;0,;15,;209,;0,;130,;0,;15,;1,;0,;171,;8,;79,;0,;0,;7,;288,;0,;278,;4,;0,;1,;3,;2,;32,;28,;44,;44,;21,;21,;13,;12,;18,;55,;25064,571674026203254;12377740,936048798263073
589586;Jesenec;2;3709;3123;;;CZ0713589586;;124;1554;311,;163,;148,;41,;165,;105,;50,3;48,9;51,9;1,;0,;0,;0,;45,;115,;40,;110,;1,;5,;54,;105,;70,;4,;31,;146,;76,;0,;0,;1,;0,;5,;74,;0,;31,;0,;1,;1,;0,;128,;42,;30,;0,;0,;3,;125,;0,;117,;4,;0,;3,;1,;0,;13,;10,;26,;14,;9,;8,;8,;1,;17,;19,;13001,052735655641300;4808730,145001630298793
589641;Koválovice-Osíčany;2;3709;3131;;;CZ0713589641;24. 11. 1990 0:00:00;124;1562;257,;140,;117,;34,;160,;63,;46,;44,7;47,7;0,;0,;0,;0,;19,;100,;17,;121,;3,;5,;36,;109,;54,;2,;14,;126,;45,;0,;3,;1,;0,;5,;82,;0,;79,;0,;6,;6,;0,;61,;0,;23,;0,;0,;0,;128,;1,;120,;1,;2,;1,;2,;1,;17,;19,;25,;11,;15,;7,;5,;5,;2,;22,;11975,728934711876718;4435618,553549846634269
589594;Kladky;2;3709;3123;;;CZ0713589594;;124;1554;336,;163,;173,;50,;214,;72,;44,3;44,;44,7;0,;0,;0,;0,;30,;124,;26,;156,;0,;25,;41,;129,;68,;2,;21,;138,;65,;0,;2,;1,;0,;1,;99,;2,;83,;0,;15,;3,;0,;93,;2,;38,;1,;0,;0,;193,;0,;187,;2,;0,;0,;2,;2,;29,;19,;20,;18,;20,;10,;15,;2,;8,;52,;16492,830877158721705;13097947,846400119364262
589608;Klenovice na Hané;2;3709;3140;;;CZ0713589608;;124;1562;814,;394,;420,;150,;515,;149,;41,5;40,7;42,3;2,;0,;0,;0,;63,;361,;58,;330,;11,;33,;98,;273,;171,;8,;70,;403,;134,;0,;14,;0,;0,;9,;352,;2,;80,;0,;11,;8,;0,;257,;9,;89,;0,;2,;4,;291,;1,;273,;2,;0,;0,;7,;8,;20,;39,;78,;32,;25,;22,;35,;8,;15,;17,;17820,396038441733253;8016725,386298707686365
589632;Kostelec na Hané;3;3709;3140;;;CZ0713589632;;124;1562;2838,;1350,;1488,;475,;1722,;641,;43,3;42,;44,5;5,;0,;2,;0,;258,;1111,;244,;1218,;17,;116,;283,;847,;722,;32,;346,;1700,;403,;0,;22,;0,;7,;72,;1232,;6,;320,;3,;54,;38,;0,;872,;25,;273,;2,;1,;11,;847,;1,;805,;4,;3,;3,;9,;22,;77,;114,;146,;122,;83,;66,;101,;42,;37,;59,;26767,721981057158700;13866101,465550791472197
589659;Kralice na Hané;6;3709;3140;;;CZ0713589659;;124;1562;1657,;841,;816,;314,;1073,;270,;39,6;38,9;40,3;3,;0,;0,;0,;113,;716,;78,;747,;4,;65,;179,;447,;419,;25,;204,;906,;241,;0,;24,;6,;0,;48,;718,;1,;205,;0,;18,;3,;0,;490,;14,;188,;2,;0,;11,;540,;1,;519,;4,;0,;2,;6,;8,;46,;40,;92,;70,;48,;46,;65,;46,;52,;35,;21161,107219425433868;12669121,588151520118117
589683;Lešany;2;3709;3140;;;CZ0713589683;;124;1562;353,;179,;174,;64,;214,;75,;43,;42,;43,9;0,;0,;0,;0,;33,;135,;25,;160,;2,;16,;34,;112,;100,;2,;23,;221,;53,;0,;6,;1,;0,;5,;159,;0,;40,;0,;9,;1,;0,;110,;2,;32,;0,;0,;0,;150,;0,;146,;1,;0,;0,;2,;1,;23,;12,;35,;20,;9,;10,;16,;1,;8,;16,;12268,394408277703405;5504302,369199484586716
589667;Krumsín;2;3709;3140;;;CZ0713589667;;124;1562;545,;274,;271,;82,;344,;119,;43,9;41,4;46,4;1,;0,;0,;0,;48,;217,;45,;234,;4,;38,;62,;192,;121,;9,;37,;277,;80,;0,;7,;1,;0,;3,;219,;1,;59,;1,;12,;8,;0,;190,;4,;44,;0,;0,;7,;229,;0,;222,;4,;0,;0,;1,;2,;26,;32,;42,;41,;21,;15,;12,;6,;9,;25,;15601,590303549090095;6221308,024500351399183
589756;Němčice nad Hanou;3;3709;3131;;;CZ0713589756;;124;1562;1854,;908,;946,;267,;1140,;447,;44,4;42,9;45,9;5,;0,;0,;0,;182,;756,;157,;754,;11,;118,;195,;667,;418,;16,;162,;1020,;312,;0,;18,;4,;6,;21,;612,;1,;298,;2,;78,;30,;0,;610,;22,;182,;3,;2,;14,;570,;0,;530,;11,;1,;0,;7,;21,;34,;85,;150,;104,;40,;57,;35,;10,;24,;31,;16242,623127757891780;12060340,082301549613476
589675;Laškov;2;3709;3140;;;CZ0713589675;;124;1562;547,;270,;277,;79,;318,;150,;45,3;44,3;46,2;1,;0,;0,;0,;30,;201,;39,;276,;4,;9,;70,;175,;136,;7,;67,;312,;112,;0,;1,;1,;0,;12,;163,;6,;143,;1,;18,;3,;0,;147,;12,;52,;1,;1,;0,;279,;0,;271,;3,;0,;3,;2,;0,;43,;20,;43,;31,;20,;27,;16,;10,;8,;61,;23661,392951524550881;12861926,428251344710588
589829;Olšany u Prostějova;2;3709;3140;;;CZ0713589829;1. 11. 1982 0:00:00;124;1562;1777,;872,;905,;364,;1142,;271,;40,1;39,5;40,8;1,;0,;1,;0,;155,;778,;105,;737,;5,;54,;157,;565,;407,;16,;209,;1009,;256,;1,;8,;5,;0,;44,;819,;4,;152,;2,;33,;20,;2,;562,;13,;155,;0,;4,;10,;595,;0,;581,;4,;0,;0,;8,;2,;47,;51,;120,;75,;58,;42,;71,;56,;57,;18,;14418,590438501709286;11044082,790850674733520
589691;Lipová;2;3709;3123;;;CZ0713589691;;124;1554;670,;347,;323,;92,;380,;198,;47,5;46,5;48,7;0,;0,;0,;0,;53,;222,;55,;340,;4,;17,;81,;233,;170,;7,;66,;351,;178,;0,;1,;3,;0,;6,;163,;0,;203,;7,;22,;6,;0,;188,;7,;67,;0,;5,;2,;335,;0,;325,;1,;3,;3,;2,;1,;29,;36,;74,;36,;44,;27,;15,;9,;6,;59,;24004,153555390308611;12181349,044148420915008
589705;Ludmírov;2;3709;3123;;;CZ0713589705;;124;1554;493,;238,;255,;63,;285,;145,;48,1;45,2;50,8;1,;0,;0,;0,;39,;163,;54,;236,;5,;10,;69,;215,;100,;1,;30,;228,;116,;0,;0,;0,;0,;6,;130,;1,;142,;0,;9,;4,;0,;144,;9,;51,;0,;0,;3,;247,;0,;236,;3,;0,;1,;3,;4,;22,;15,;29,;38,;26,;18,;14,;7,;4,;74,;23477,146704045066144;15015594,939450869336724
589713;Malé Hradisko;2;3709;3140;;;CZ0713589713;;124;1562;367,;185,;182,;55,;219,;93,;45,2;43,5;46,8;1,;0,;0,;0,;28,;143,;42,;153,;3,;11,;34,;136,;90,;1,;37,;210,;70,;0,;1,;0,;0,;6,;114,;1,;78,;0,;13,;4,;0,;108,;13,;29,;0,;0,;5,;222,;0,;218,;4,;0,;0,;0,;0,;15,;28,;35,;25,;22,;10,;10,;2,;7,;68,;17332,234830585028249;6781284,094849949702621
589721;Mořice;2;3709;3131;;;CZ0713589721;;124;1562;494,;264,;230,;87,;317,;90,;41,6;40,9;42,3;2,;0,;0,;0,;51,;215,;30,;196,;1,;35,;50,;173,;107,;6,;35,;246,;100,;0,;6,;0,;0,;3,;185,;0,;55,;0,;9,;6,;0,;172,;3,;62,;0,;0,;2,;168,;0,;160,;1,;0,;1,;5,;1,;19,;16,;41,;22,;18,;18,;18,;6,;0,;10,;9875,410175196413547;4506886,290850220248103
589730;Mostkovice;2;3709;3140;;;CZ0713589730;24. 11. 1990 0:00:00;124;1562;1571,;785,;786,;237,;988,;346,;44,7;43,6;45,9;5,;0,;0,;0,;175,;563,;112,;716,;4,;68,;155,;442,;433,;21,;211,;962,;175,;1,;17,;1,;0,;11,;764,;3,;119,;2,;30,;3,;0,;452,;4,;184,;4,;0,;6,;539,;0,;522,;6,;0,;2,;2,;7,;44,;54,;102,;78,;48,;34,;69,;21,;41,;48,;18062,597880788503971;8337522,260500342585146
589748;Myslejovice;2;3709;3140;;;CZ0713589748;;124;1562;625,;320,;305,;106,;378,;141,;45,1;44,4;45,8;0,;0,;0,;0,;57,;234,;48,;286,;3,;17,;61,;241,;147,;7,;43,;360,;102,;1,;2,;0,;0,;6,;276,;0,;75,;0,;19,;8,;0,;177,;5,;62,;1,;1,;1,;304,;0,;290,;7,;0,;0,;4,;3,;30,;27,;77,;25,;28,;19,;25,;7,;7,;59,;21732,765944337952533;6919638,736250336281955
589764;Nezamyslice;6;3709;3131;;;CZ0713589764;;124;1562;1479,;788,;691,;288,;928,;263,;40,3;39,7;41,;3,;0,;0,;0,;111,;723,;88,;554,;78,;49,;184,;410,;312,;12,;146,;813,;267,;1,;18,;2,;4,;16,;599,;0,;239,;0,;37,;19,;4,;439,;11,;127,;1,;1,;2,;473,;1,;440,;9,;3,;1,;9,;10,;48,;61,;90,;56,;46,;24,;63,;17,;19,;49,;18296,805331003022729;7354120,376749929040670
589837;Ondratice;2;3709;3140;;;CZ0713589837;;124;1562;322,;172,;150,;44,;216,;62,;43,9;42,8;45,2;1,;0,;0,;0,;24,;127,;29,;141,;4,;13,;42,;128,;59,;3,;29,;185,;49,;0,;4,;0,;0,;5,;121,;0,;61,;3,;4,;5,;0,;76,;15,;37,;0,;0,;0,;163,;0,;162,;1,;0,;0,;0,;0,;20,;4,;34,;26,;15,;11,;8,;5,;7,;33,;9913,812531976242099;3214898,664649087004364
589772;Niva;2;3709;3140;;;CZ0713589772;;124;1562;326,;158,;168,;54,;203,;69,;42,4;41,5;43,3;0,;0,;0,;0,;35,;136,;24,;131,;1,;18,;47,;114,;73,;1,;18,;129,;58,;0,;1,;2,;0,;1,;88,;0,;40,;0,;8,;8,;0,;134,;7,;39,;0,;1,;1,;140,;1,;130,;0,;1,;2,;4,;2,;9,;19,;21,;23,;14,;11,;10,;4,;4,;25,;23843,753527100700012;13385650,736151043325663
589799;Obědkovice;2;3709;3140;;;CZ0713589799;28. 2. 1990 0:00:00;124;1562;270,;134,;136,;54,;161,;55,;39,8;37,4;42,2;0,;0,;0,;0,;31,;124,;21,;94,;2,;9,;61,;95,;36,;0,;13,;141,;31,;0,;2,;0,;0,;3,;117,;0,;31,;0,;5,;6,;0,;81,;1,;28,;0,;1,;0,;94,;0,;89,;2,;1,;0,;2,;0,;9,;18,;32,;12,;2,;5,;3,;2,;2,;9,;6686,987857667126264;2586157,814450547564775
589802;Ohrozim;2;3709;3140;;;CZ0713589802;;124;1562;442,;224,;218,;69,;283,;90,;43,9;41,7;46,1;2,;0,;0,;0,;39,;174,;27,;200,;2,;22,;38,;114,;129,;6,;62,;284,;56,;0,;4,;2,;0,;4,;167,;1,;77,;3,;19,;8,;0,;117,;2,;45,;0,;1,;2,;192,;0,;184,;2,;0,;3,;1,;2,;20,;22,;32,;22,;17,;16,;29,;6,;3,;25,;15570,578873706168451;6300746,242750023491681
589811;Ochoz;2;3709;3123;;;CZ0713589811;24. 11. 1990 0:00:00;124;1554;184,;93,;91,;37,;115,;32,;41,4;39,1;43,7;0,;0,;0,;0,;8,;81,;14,;81,;0,;0,;23,;72,;38,;5,;9,;104,;37,;0,;1,;0,;0,;4,;42,;0,;75,;0,;5,;2,;0,;46,;0,;13,;0,;0,;1,;65,;0,;64,;0,;0,;0,;1,;0,;5,;2,;16,;8,;12,;5,;3,;3,;4,;7,;8467,374514839801122;3304508,623200469184667
589845;Otaslavice;2;3709;3140;;;CZ0713589845;;124;1562;1285,;635,;650,;215,;805,;265,;42,8;41,8;43,7;3,;0,;0,;1,;122,;506,;100,;553,;7,;51,;137,;411,;319,;7,;138,;716,;206,;1,;9,;0,;0,;19,;500,;3,;150,;0,;33,;7,;1,;415,;12,;151,;1,;0,;12,;534,;0,;524,;4,;0,;0,;6,;0,;33,;57,;157,;71,;36,;45,;43,;4,;21,;67,;22914,297883402101434;13831819,270350072532892
589853;Otinoves;2;3709;3140;;;CZ0713589853;;124;1562;258,;135,;123,;38,;160,;60,;43,9;40,9;47,2;1,;0,;0,;0,;28,;97,;24,;108,;1,;13,;32,;94,;65,;1,;14,;95,;58,;0,;1,;0,;0,;0,;87,;0,;55,;0,;11,;3,;0,;74,;1,;27,;0,;0,;0,;138,;0,;132,;2,;0,;0,;4,;0,;14,;17,;30,;12,;18,;8,;7,;0,;2,;30,;17068,429023833934480;9515811,061149775981903
589870;Pěnčín;2;3709;3140;;;CZ0713589870;;124;1562;733,;368,;365,;154,;459,;120,;39,7;39,2;40,2;0,;0,;0,;0,;60,;321,;40,;312,;5,;35,;77,;245,;165,;2,;50,;363,;112,;0,;2,;7,;0,;31,;233,;10,;118,;0,;15,;13,;2,;246,;7,;89,;0,;0,;0,;272,;0,;262,;4,;2,;0,;4,;0,;23,;20,;65,;37,;25,;19,;21,;6,;12,;44,;13020,174512056248204;5306797,801298341713846
589888;Pivín;2;3709;3140;;;CZ0713589888;;124;1562;695,;347,;348,;118,;445,;132,;40,9;39,7;42,;0,;0,;0,;0,;52,;280,;45,;318,;2,;23,;89,;254,;144,;5,;60,;375,;100,;0,;3,;1,;0,;21,;252,;3,;122,;0,;13,;16,;0,;219,;0,;67,;0,;0,;3,;249,;0,;237,;1,;0,;2,;9,;0,;26,;24,;45,;33,;22,;24,;26,;11,;22,;16,;12873,211245470203721;6930546,557499372400343
589896;Plumlov;3;3709;3140;;;CZ0713589896;1. 1. 1981 0:00:00;124;1562;2257,;1102,;1155,;356,;1365,;536,;44,2;41,8;46,6;3,;0,;0,;0,;282,;885,;187,;900,;8,;56,;240,;692,;605,;30,;270,;1253,;452,;5,;22,;4,;0,;30,;1092,;3,;205,;1,;40,;13,;3,;631,;19,;232,;5,;3,;9,;846,;1,;797,;10,;0,;5,;7,;26,;82,;95,;155,;77,;97,;77,;102,;9,;28,;124,;20083,955207088827592;11547082,718850588425994
589918;Prostějovičky;2;3709;3140;;;CZ0713589918;;124;1562;306,;163,;143,;50,;199,;57,;41,2;39,8;42,8;0,;0,;0,;0,;31,;138,;20,;117,;1,;16,;31,;92,;88,;1,;27,;177,;50,;0,;1,;0,;0,;6,;139,;0,;26,;0,;8,;5,;0,;100,;1,;25,;0,;0,;2,;113,;0,;113,;0,;0,;0,;0,;0,;13,;13,;16,;14,;13,;11,;8,;5,;7,;13,;9859,988868450574955;3135372,863949383608997
589951;Raková u Konice;2;3709;3123;;;CZ0713589951;24. 11. 1990 0:00:00;124;1554;194,;86,;108,;29,;126,;39,;41,8;40,3;43,;0,;0,;0,;0,;13,;83,;19,;79,;1,;10,;26,;78,;41,;0,;9,;85,;53,;1,;1,;0,;0,;7,;74,;0,;39,;0,;0,;0,;0,;54,;5,;21,;0,;0,;1,;96,;0,;94,;0,;0,;2,;0,;0,;16,;5,;14,;7,;5,;9,;7,;2,;2,;29,;10335,872640264871734;4201756,124849491752684
589926;Protivanov;6;3709;3140;;;CZ0713589926;;124;1562;1012,;496,;516,;192,;641,;179,;40,7;39,5;41,9;3,;0,;0,;0,;56,;420,;76,;457,;0,;20,;87,;380,;238,;17,;78,;561,;218,;1,;5,;1,;4,;3,;168,;0,;345,;0,;38,;34,;0,;293,;26,;101,;0,;1,;6,;395,;2,;373,;7,;0,;4,;6,;3,;21,;29,;68,;70,;71,;18,;15,;22,;30,;51,;25492,060256748187385;18810463,311649117618799
589934;Přemyslovice;2;3709;3123;;;CZ0713589934;;124;1562;1201,;616,;585,;186,;769,;246,;43,9;42,1;45,8;4,;0,;0,;0,;116,;477,;102,;502,;5,;63,;128,;408,;293,;19,;99,;655,;205,;0,;4,;0,;0,;24,;445,;8,;197,;0,;24,;6,;0,;380,;9,;124,;0,;0,;8,;502,;1,;479,;9,;1,;2,;5,;5,;49,;51,;108,;61,;51,;36,;34,;8,;26,;78,;29945,468357214591379;18044112,281200971454382
589942;Ptení;2;3709;3140;;;CZ0713589942;;124;1562;1046,;549,;497,;180,;663,;203,;42,9;40,6;45,5;2,;2,;0,;0,;111,;434,;73,;424,;0,;47,;83,;386,;252,;14,;84,;554,;192,;4,;2,;1,;0,;31,;313,;0,;255,;1,;34,;9,;0,;308,;19,;98,;1,;1,;7,;409,;0,;384,;7,;0,;2,;8,;8,;40,;32,;86,;45,;43,;25,;25,;14,;27,;72,;30984,856556464041205;18519229,978200368583202
589969;Rakůvka;2;3709;3123;;;CZ0713589969;24. 11. 1990 0:00:00;124;1554;94,;48,;46,;13,;62,;19,;44,1;44,9;43,3;0,;0,;0,;0,;6,;41,;9,;38,;0,;5,;11,;32,;20,;3,;10,;43,;15,;0,;0,;0,;0,;0,;44,;0,;9,;0,;0,;0,;0,;25,;2,;12,;0,;0,;2,;39,;0,;39,;0,;0,;0,;0,;0,;4,;4,;5,;6,;8,;0,;3,;1,;2,;6,;8744,884859261794190;2893487,803500368725508
589993;Skalka;2;3709;3140;;;CZ0713589993;;124;1562;263,;131,;132,;47,;152,;64,;43,1;42,9;43,4;0,;0,;0,;0,;24,;100,;20,;119,;0,;10,;25,;91,;63,;2,;25,;151,;29,;2,;1,;0,;0,;2,;118,;9,;32,;0,;7,;0,;1,;59,;3,;30,;0,;0,;4,;120,;0,;120,;0,;0,;0,;0,;0,;9,;15,;27,;11,;7,;12,;9,;4,;11,;15,;6639,723136157823319;1737222,339099389500916
590029;Smržice;2;3709;3140;;;CZ0713590029;;124;1562;1539,;792,;747,;251,;974,;314,;43,2;42,4;44,1;2,;1,;0,;0,;138,;588,;96,;714,;5,;77,;167,;479,;396,;18,;146,;885,;211,;1,;12,;4,;0,;12,;656,;1,;165,;0,;17,;9,;0,;511,;15,;159,;2,;1,;3,;585,;0,;572,;4,;0,;5,;2,;2,;68,;66,;110,;74,;56,;52,;65,;31,;21,;42,;21645,534916958709800;12551461,527251152321696
589977;Rozstání;2;3709;3140;;;CZ0713589977;;124;1562;638,;332,;306,;113,;383,;142,;43,4;41,9;45,1;1,;0,;0,;0,;77,;259,;51,;250,;0,;17,;74,;213,;162,;7,;52,;354,;151,;0,;4,;6,;0,;6,;229,;0,;108,;0,;12,;8,;0,;198,;6,;73,;0,;0,;4,;302,;0,;296,;3,;0,;1,;2,;0,;25,;30,;73,;42,;17,;22,;9,;6,;9,;69,;24685,751339945210930;16528419,145099727436900
